Section,,PACK DE PERSONNALISATION,CONFORT ET FONCTIONNALITÉ,CONFORT ET FONCTIONNALITÉ,SÉCURITÉ,SÉCURITÉ,EQUIPEMENTS,EQUIPEMENTS,EQUIPEMENTS,LIGNES ET STYLE,KITS DÉCORS,RÉTROVISEURS,PACKS,SYSTÈMES AUDIO ET TÉLÉMATIQUE,FINITION,PRICE,VALIDITY,CONFORT ET FONCTIONNALITÉ,SÉCURITÉ,LIGNES ET STYLE,RÉTROVISEURS,SYSTÈMES AUDIO ET TÉLÉMATIQUE,SYSTÈMES AUDIO ET TÉLÉMATIQUE,CONFORT ET FONCTIONNALITÉ,CONFORT ET FONCTIONNALITÉ,CONFORT ET FONCTIONNALITÉ,CONFORT ET FONCTIONNALITÉ,SÉCURITÉ,SÉCURITÉ,SÉCURITÉ,SÉCURITÉ,SÉCURITÉ,EQUIPEMENTS,LIGNES ET STYLE,LIGNES ET STYLE,LIGNES ET STYLE,RÉTROVISEURS,SYSTÈMES AUDIO ET TÉLÉMATIQUE,SYSTÈMES AUDIO ET TÉLÉMATIQUE,CONFORT ET FONCTIONNALITÉ,SÉCURITÉ,PACKS,SYSTÈMES AUDIO ET TÉLÉMATIQUE,SYSTÈMES AUDIO ET TÉLÉMATIQUE
Title,,Pack Color Anodised Blue,Volant croute de cuir,Sièges AV réglables hauteur + Lombaire conducteur,Essuie-vitre avant automatique,Aide au stationnement arrière,"Chargeur embarqué 7,4 kW monophasé",My Citroën Play : Système audio numérique sur tablette tactile 10?? avec fonction Mirror Screen.,Système audio numérique (DAB) MP3 6 HP,Poignées de portes extérieures Noir Brillant,Décor Bleu sur les panneaux intérieurs de porte,Rétroviseurs extérieurs électriques et dégivrants,Pack Safety,Combiné numérique couleur,,,,Tiroir de planche de bord,Caméra de recul avec Top Rear Vision,Poignées de portes extérieures couleur caisse,"Rétros éléc. et dégi, rabattables électriquement",Combiné numérique couleur avec rétro-éclairage,My Citroën Drive : navigation sur tablette tactile 10',Accoudoir central arrière avec trappe à ski,Volant chauffant,Volant cuir pleine fleur,Accès et démarrage mains libres Proximity,Système de surveillance d'angle mort,Commutation automatique des feux de route,Rég. de vitesse adaptatif avec fonction Stop & Go,Suspensions Citroën Advanced Comfort,Affichage tête haute couleur,Essuie-vitre avant automatique,Jonc chromé sur les lécheurs de vitres latérales,Vitres et lunette arrière surteintées,Feux diurnes à LED,Rétroviseur intérieur électrochrome,Kit mains libres Bluetooth et prise USB RANG 1 (type A),Smart Pad Support Citroën,Sièges avant chauffants,Caméra de recul Top Rear Vision,Highway Driver Assist,Recharge sans fil pour smartphone,HiFi System
PAGE #,CAR #,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40350,2022-05-27 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
25,4,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40350,2022-05-20 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
25,5,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40350,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
25,6,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40350,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
25,7,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40350,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
25,8,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40350,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
25,9,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40350,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
26,1,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40350,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
26,2,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40400,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
26,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40450,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
26,4,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40500,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
26,5,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40600,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
26,6,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40600,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
26,7,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40600,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27,1,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
26,8,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
26,9,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27,2,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27,3,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40700,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
27,4,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40700,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27,5,False,False,False,False,False,False,False,False,False,False,False,False,False,SHINE PACK,40700,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
28,4,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
27,6,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27,7,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27,8,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27,9,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,1,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,2,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,3,True,False,False,False,False,False,False,False,False,False,False,False,False,SHINE PACK,40750,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,5,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,6,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,7,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-06-03 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,8,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,9,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
29,1,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
29,2,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
29,3,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
29,4,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
29,5,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40950,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
29,6,False,False,False,False,False,False,False,False,False,False,False,False,False,SHINE PACK,40950,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
29,7,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41000,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
29,8,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41000,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
30,4,True,False,True,False,False,False,False,True,False,False,False,False,False,SHINE,41050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
30,8,False,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,41050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
29,9,True,False,False,False,False,False,False,False,False,False,False,False,False,SHINE PACK,41050,2022-05-20 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
30,1,True,False,False,False,False,False,False,False,False,False,False,False,False,SHINE PACK,41050,2022-05-20 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
30,2,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41050,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
30,3,True,False,False,False,False,True,False,False,False,False,False,False,False,SHINE PACK,41050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
30,5,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
30,6,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
30,7,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41050,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
30,9,False,False,False,False,False,False,False,False,False,False,False,False,False,SHINE PACK,41050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
31,1,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
31,2,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41050,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
31,3,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41050,2022-05-13 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
31,5,False,False,True,False,False,True,False,False,False,True,False,False,False,SHINE,41100,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
31,4,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41100,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
31,6,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41100,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
31,7,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41150,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
31,8,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41150,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
31,9,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41150,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
32,1,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41150,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
32,2,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41150,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
32,3,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41200,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
32,4,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41200,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
32,5,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41200,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
32,6,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41200,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
32,7,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41250,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
32,8,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41250,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
32,9,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41250,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
33,1,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41250,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
33,2,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41250,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
33,3,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41250,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
33,4,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41300,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
33,5,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41350,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
33,6,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41350,2022-05-27 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True
33,7,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41400,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
34,2,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,41450,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
33,8,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41450,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
33,9,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41450,2022-06-03 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
34,1,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41450,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
34,3,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41450,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
34,4,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41500,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
34,5,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41500,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
34,6,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41500,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
34,7,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41500,2022-05-27 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
34,8,False,False,False,False,False,False,False,False,False,False,False,False,False,SHINE PACK,41500,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
34,9,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41550,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
35,1,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41550,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
35,2,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
35,3,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
35,4,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
35,5,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
35,6,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
35,7,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
35,8,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
35,9,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36,1,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36,2,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
36,3,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
36,4,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36,5,False,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36,6,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36,7,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
36,8,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36,9,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41650,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
37,1,False,False,True,False,False,False,False,True,False,False,False,False,False,SHINE,41750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
37,2,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,41750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
37,3,False,False,False,False,False,False,False,False,False,False,False,False,False,SHINE PACK,41850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
37,4,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,41900,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
37,5,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41900,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
37,6,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,41950,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
